Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
China,CHN,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.39455853,56.31680552,55.9618441,55.53510762,55.30250766,55.34607508,55.07656984,55.1296595,55.35799851,55.56169316,55.66431573,55.55631903,55.49752691,55.49120115,55.59741839,55.86455359,56.32615288,56.90550951,57.60908091,58.42137864,59.31081327,60.33823798,61.32591214,62.28306294,63.19229476,64.01039704,64.54237958,64.97591295,65.30826807,65.57422063,65.81602602,65.72216257,65.83674365,66.04807239,66.22789811,66.34299267,66.7880339,67.04900194,67.27479508,67.66338982,68.28414081,68.96619114,69.79744464,70.72285051,71.62252579,72.41857458,72.96611276,73.48629923,73.91756981,74.20797636,74.33907432,74.35313977,74.21850524,73.95641056,73.61249346,
Cote d'Ivoire,CIV,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,55.94116252,55.63934677,55.43898775,55.27948442,55.10274281,54.88365513,54.49199033,54.1544786,53.86099488,53.61581269,53.41253214,53.09055298,52.8759926,52.73908664,52.65112075,52.58969529,52.32829625,52.14934098,52.04048902,51.99940852,52.01886771,51.86710211,51.83541056,51.89094144,52.00175451,52.14887567,52.12178479,52.14549158,52.22230122,52.35782989,52.54537084,52.64239641,52.80931335,53.02467552,53.26026018,53.49671002,53.48734695,53.49792337,53.53383117,53.60623588,53.71882754,53.48815229,53.31411433,53.19152877,53.10666762,53.05139852,53.04083133,53.06385712,53.12618905,53.23036545,53.36843021,53.5497277,53.75772634,53.98983188,54.24016773,
Cameroon,CMR,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.3873915,56.13436748,55.92332396,55.74446136,55.59467693,55.4705327,55.09537611,54.8005228,54.55955168,54.34648001,54.14968054,53.75943664,53.42719628,53.14537341,52.91356739,52.72963372,52.39610528,52.14249424,51.94771192,51.78689149,51.64563937,51.3733724,51.13473376,50.93360613,50.78081845,50.67988955,50.43638914,50.28976528,50.21481226,50.1857348,50.19281531,50.1018277,50.07252238,50.1039251,50.20213226,50.36764582,50.4424576,50.59291456,50.80452695,51.05660609,51.33355931,51.48780099,51.67085493,51.87995348,52.11517981,52.37335755,52.49988587,52.67930769,52.89180844,53.11588988,53.34201915,53.47408609,53.62902853,53.80834126,54.02119807,
"Congo, Rep.",COG,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,54.97271555,54.65919078,54.38057495,54.1331434,53.92055047,53.74387363,53.42925381,53.18326755,52.98715841,52.82003368,52.67045667,52.44257874,52.25663265,52.10907809,52.00095372,51.93195092,51.69435079,51.51980397,51.40221005,51.33745062,51.32337008,51.25749775,51.27412602,51.35561365,51.48529615,51.655222,51.7575258,51.90167957,52.08853408,52.32274333,52.60093687,52.80044896,53.05229975,53.33548212,53.62106806,53.89050802,54.06121028,54.22106055,54.3723,54.52618414,54.68799901,54.59453127,54.53989985,54.50530141,54.46317638,54.39718009,54.37232199,54.34149742,54.30820156,54.29026022,54.29974536,54.09807693,53.93741478,53.81828054,53.74123023,
Colombia,COL,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,50.38567063,50.17715785,50.00216569,49.88153745,49.8391344,49.88062716,49.86228203,49.94650533,50.11518503,50.35775527,50.67671707,50.97177656,51.39811316,51.91174641,52.44863046,52.97147644,53.59218971,54.0965216,54.55520778,55.06458588,55.65577141,56.08649846,56.64288595,57.2420455,57.77092464,58.18533375,58.51550595,58.77169102,58.98424144,59.21041604,59.48125272,59.79316815,60.1131628,60.45821031,60.84410844,61.27647897,61.69951988,62.1908103,62.72042615,63.24074075,63.72570817,64.22173374,64.65410193,65.04962369,65.45262438,65.88156404,66.24191436,66.64786314,67.06397046,67.43769789,67.74470486,68.02387754,68.23527382,68.39655638,68.53824495,
Comoros,COM,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,55.06538372,54.48370415,53.89002872,53.32912893,52.88175935,52.57725936,52.20630345,51.98889917,51.88990557,51.86491913,51.89171916,51.77823056,51.75086313,51.77848688,51.81563629,51.81870321,51.7177285,51.63123966,51.54981279,51.48321663,51.45177915,51.23345018,51.05328075,50.91060313,50.80276681,50.72554923,50.53346108,50.41716172,50.36164169,50.36215611,50.42081784,50.46192779,50.57626087,50.75663963,50.99644227,51.29072886,51.57319074,51.88944277,52.2388404,52.62188875,53.03434752,53.35399136,53.71149822,54.08651399,54.45336654,54.7965511,55.04564431,55.28299795,55.512508,55.74492737,55.98422774,56.15233557,56.33841788,56.53434828,56.73274103,
Cabo Verde,CPV,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,52.81490342,52.04459162,50.81236425,49.45346752,48.45211611,47.977548,47.30381832,47.16060997,47.30384732,47.4334145,47.47313997,47.4622143,47.23070405,46.93222454,46.76359313,46.79996331,46.64814984,46.76835621,47.09763007,47.48486086,47.82719827,48.57038578,49.17502896,49.64192816,50.00437955,50.28250567,50.23608774,50.15309965,50.04485178,49.89610522,49.69260614,49.65304615,49.6291213,49.64728044,49.73954689,49.92419492,50.05556835,50.24877686,50.51728573,50.8918096,51.4018649,52.23523942,53.18689668,54.24369158,55.35742081,56.49018185,57.76964653,58.98669792,60.16278647,61.31427057,62.41560099,63.17627267,63.95831254,64.69252333,65.30240939,
Costa Rica,CRI,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,52.25671809,52.01618039,52.01318178,52.14117501,52.26699457,52.3447983,52.34561917,52.36704075,52.43681556,52.62009159,52.9520416,53.40276849,53.9724239,54.63526384,55.33413506,56.02123571,56.73955562,57.36619609,57.9320549,58.47919034,59.01413337,59.31253762,59.66575743,60.00547505,60.24944995,60.37247398,60.39890953,60.34557314,60.25029206,60.17890971,60.16875356,60.26198068,60.42285054,60.65130103,60.9370895,61.27108953,61.63376598,62.04364974,62.50062046,63.00678796,63.55880218,64.02844776,64.5526392,65.10304244,65.6367901,66.1265494,66.60579884,67.00232179,67.33949565,67.65515642,67.96322245,68.14485075,68.34999661,68.54932387,68.70127539,
Caribbean small states,CSS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,52.58659915,52.16941402,51.76372177,51.39738675,51.09472326,50.85657384,50.52229565,50.24761605,50.03585131,49.87535693,49.77018515,50.18590466,50.54641777,50.90184105,51.32511406,51.84384418,52.57379009,53.34835492,54.09842146,54.73011226,55.22106584,55.7824104,56.20813199,56.56519571,56.95740643,57.43612171,57.72782044,58.13352781,58.57422539,58.93533611,59.18312478,59.45955796,59.65416543,59.80410706,59.98936987,60.24479591,60.58861186,60.95187438,61.30018991,61.60194243,61.86121396,62.30621952,62.73143153,63.13317642,63.51334445,63.87463557,64.30609122,64.71134639,65.10636723,65.50178463,65.89358407,66.27249822,66.65649183,67.02779071,67.35109042,
Cuba,CUB,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,60.28768,60.2478138,59.72129833,58.95818246,58.31126385,57.93265482,57.20224629,56.96346859,56.97063552,56.88081698,56.56106058,56.50553593,56.15582376,55.73125084,55.57324555,55.8408509,56.26457681,57.14023418,58.31665962,59.51088477,60.55889996,61.75891085,62.67589585,63.41535386,64.15916804,64.97124365,65.58962738,66.30991318,67.02865765,67.60279074,67.98203794,68.16268475,68.27032981,68.29877057,68.27378613,68.22453926,68.31709594,68.29030608,68.2284822,68.23080101,68.33508639,68.47111305,68.72379195,69.04015636,69.32681119,69.53593678,69.70906678,69.80773646,69.84519991,69.85714111,69.85994063,69.89055572,69.90120722,69.88520577,69.82825811,
Curacao,CUW,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.9069947,53.8226657,53.93234167,54.12829324,54.30890499,54.45486868,54.66702051,54.70664322,54.68447957,54.77511043,55.07432033,55.33279706,55.86324531,56.57755738,57.30729661,57.97361871,59.10452331,60.15803465,61.15176989,62.09122116,62.94334268,63.71898763,64.32300941,64.83915392,65.31721089,65.75494597,65.84809975,65.80480553,65.67110859,65.47705457,65.24264696,65.11713782,64.97027723,64.83239802,64.70839535,64.60253256,64.63822624,64.6602373,64.71675372,64.78870094,64.82539875,65.45969556,65.89169552,66.22009046,66.5251592,66.78464891,66.86147875,66.99394378,67.11699792,67.11664792,66.95843637,67.1259921,67.04014572,66.78439963,66.47920238,
Cayman Islands,CYM,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,57.38913548,57.30757553,57.49925133,57.95570952,58.55565483,59.17765259,59.16119806,59.12660831,59.0790839,59.02820743,58.96525368,59.84843604,60.71464968,61.4551203,62.05220018,62.5649668,63.17818611,63.81189071,64.43827868,65.05390338,65.65860235,65.53564925,65.46071987,65.39245095,65.31029056,65.22432368,65.08198332,65.01963007,64.93210243,64.78049976,64.60303857,64.72116026,64.86261334,65.01903973,65.22207065,65.4907884,65.67095641,66.02034504,66.45896657,66.91788467,67.37133025,67.81801427,68.24049402,68.61403597,68.96400667,69.32323313,69.58522093,69.87413456,70.16564377,70.43520045,70.66354984,70.7062412,70.74062497,70.74064601,70.69365445,
Czech Republic,CZE,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,64.95196003,65.1732619,65.4236268,65.70038668,65.99712931,66.30084428,66.37696019,66.51652487,66.65998685,66.71752327,66.63658228,66.49675619,66.19883268,65.79157225,65.36158776,64.95718652,64.33177739,63.7848434,63.34901764,63.08453895,63.03940857,63.1288084,63.49086757,64.00090828,64.47509826,64.80885984,65.13253842,65.2294237,65.2546766,65.41362724,65.7935657,65.99994772,66.46081404,67.06686472,67.66016996,68.16915316,68.53004673,68.85458524,69.15415523,69.47087819,69.82255693,70.23501256,70.57460403,70.85734548,71.09395258,71.26991166,71.21081722,71.13352933,70.99496402,70.74222215,70.36255343,69.73678053,69.06468284,68.3479885,67.60881925,
Germany,DEU,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,67.05092186,66.63990373,66.13331219,65.58211425,65.06351759,64.61650977,64.11375525,63.71135954,63.39984281,63.16856379,63.02317805,62.86664113,62.86539215,62.98657877,63.18051489,63.42130069,63.78336129,64.08982103,64.43740376,64.96088367,65.70622798,66.34962709,67.230949,68.1960975,69.01168356,69.54668395,69.7782223,69.78299616,69.61394828,69.39314873,69.20064464,68.96561572,68.77035099,68.62380099,68.52869168,68.48959417,68.46305908,68.46207735,68.47355933,68.46661957,68.4143222,68.10346381,67.78765229,67.467411,67.15463946,66.8694365,66.61876845,66.37014396,66.14771301,65.98112871,65.87365422,65.86410649,65.90566818,65.95433642,65.95247899,
Djibouti,DJI,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,54.32708403,54.185923,54.29299363,54.45826956,54.49602171,54.33922218,53.9025621,53.44018021,52.96915158,52.54351495,52.18673865,51.7635945,51.45860768,51.22286602,50.96535824,50.61646341,50.24837201,50.07420161,50.12085798,50.47702035,51.18091152,51.27107448,51.65474096,52.19211622,52.59386686,52.65638652,52.88493088,52.73485527,52.43489927,52.32744582,52.58346987,52.43655014,52.67333585,53.15144357,53.62344932,53.96641233,54.31296996,54.52698485,54.70515112,55.01089141,55.5137137,56.05894661,56.73081954,57.49759468,58.29030123,59.06493527,59.68152245,60.33473913,60.98112863,61.57100928,62.07519963,62.37024859,62.5785253,62.73118857,62.88613905,
Dominica,DMA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,64.18516526,64.26713171,64.41956741,64.59617746,64.73353635,64.80359694,64.75198789,64.68970091,64.60812732,64.51421397,64.41793077,64.29449513,64.16346605,64.0507751,63.9919086,64.00466363,64.01309695,64.10023948,64.25862956,64.4748357,64.74092089,65.03417592,65.38464241,65.76804769,66.14338765,66.47758207,66.75343245,66.95072328,67.09430088,67.22300073,67.3509999,67.35746732,67.38899898,67.41600395,67.40845555,67.36150528,67.21152607,67.06442286,66.91742094,66.78005643,66.6637194,66.5538562,66.4396436,66.32844463,66.22295039,66.11800745,65.98014298,65.83800806,65.68849173,65.53312013,65.37535226,65.15833996,64.95115491,64.71003555,64.43318714,
Dominican Republic,DOM,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,49.22270198,48.91182483,48.66150793,48.48195529,48.39546009,48.41421085,48.48458418,48.65359856,48.90306553,49.21283,49.57274011,49.94925627,50.36856596,50.81998193,51.29614256,51.7922754,52.27465839,52.7748557,53.27699729,53.7610048,54.21663062,54.64358163,55.02351116,55.3678548,55.69663699,56.02173079,56.30453823,56.59905955,56.88971992,57.15262376,57.38012424,57.62641043,57.82481769,57.99996663,58.18979416,58.41485881,58.65271062,58.94036044,59.25465037,59.55440642,59.818948,60.12901732,60.37355448,60.58638507,60.81653108,61.08452823,61.34329022,61.64756802,61.96735928,62.25631382,62.49365148,62.73892655,62.93088474,63.0863691,63.23404808,
Algeria,DZA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,52.2397341,51.6547903,50.92310177,50.18390289,49.62620689,49.32632599,49.05208821,49.06148232,49.24712153,49.45917607,49.62526202,49.6123859,49.57617157,49.5451085,49.57117612,49.67370471,49.68218005,49.78070889,49.93756703,50.11231687,50.28448799,50.38134161,50.52491286,50.71186146,50.95047437,51.24743928,51.52775605,51.87627972,52.28647159,52.75553712,53.2834017,53.81914559,54.41546664,55.07876869,55.82189065,56.65161585,57.4836344,58.40810457,59.39694853,60.40319567,61.39256658,62.45865189,63.44614087,64.35938068,65.19694459,65.9343799,66.48908387,66.89505983,67.15465623,67.27436664,67.25770357,67.00904907,66.73441877,66.40075514,65.99064466,
East Asia & Pacific (developing only),EAP,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.03589422,55.83805318,55.45870927,55.05055242,54.80124279,54.77102016,54.51316701,54.50193682,54.63717856,54.78077211,54.87724987,54.8058556,54.80175572,54.85925636,55.01177534,55.28951199,55.68817177,56.18284249,56.77726046,57.45831901,58.19934323,59.04046735,59.85094833,60.63891283,61.39680236,62.09876789,62.57236163,62.99797606,63.3631321,63.67724184,63.96482748,63.99741035,64.16423427,64.39518138,64.61438889,64.80528514,65.22147388,65.52899353,65.82587693,66.23591336,66.79669543,67.36066006,68.01389417,68.72351757,69.41733198,70.04858447,70.52977322,70.99238585,71.39260596,71.68515261,71.85110415,71.92995937,71.88935346,71.74970069,71.55285495,
East Asia & Pacific (all income levels),EAS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.79928051,56.71067919,56.44844527,56.14988398,55.98032138,55.9880401,55.78597193,55.79026475,55.90687703,56.04110008,56.1182055,56.05840215,56.05049402,56.08805341,56.22584671,56.48100797,56.82558092,57.27748479,57.82727145,58.45225474,59.12344446,59.9061321,60.64468888,61.3569429,62.05072533,62.70777692,63.15663769,63.57845827,63.95298852,64.27381624,64.55498742,64.60655475,64.76066714,64.96070627,65.14896703,65.31470608,65.67002703,65.9321101,66.18635712,66.53857715,67.02117173,67.51136665,68.0794359,68.69813084,69.30535273,69.85799963,70.26929197,70.66166991,70.99707711,71.23444835,71.35537637,71.39626205,71.32756644,71.16700033,70.9532268,
Europe & Central Asia (developing only),ECA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,61.15393008,60.73445143,60.31576102,59.9432796,59.67639986,59.54291644,59.47210354,59.54127447,59.71032864,59.91201107,60.10386177,60.29997378,60.46848734,60.60958995,60.74738779,60.89716863,60.9442555,61.0239394,61.13614058,61.28070648,61.45673097,61.64747779,61.86124592,62.07842184,62.27730011,62.44511123,62.49440008,62.537381,62.58097592,62.63092699,62.69658979,62.66436093,62.68108093,62.7578098,62.89892026,63.10628853,63.38509345,63.70649943,64.06411667,64.44544729,64.82927238,65.12812699,65.43493328,65.76512496,66.12148352,66.50268193,66.83865591,67.15834666,67.44515319,67.68370489,67.84426361,67.89930213,67.93000664,67.92375329,67.85390641,
Europe & Central Asia (all income levels),ECS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,63.53991228,63.25574562,63.08154273,62.99544187,62.95066219,62.92529635,62.8830919,62.88583142,62.925694,62.99264989,63.07680198,63.18165068,63.2897855,63.40439357,63.53406017,63.68293454,63.74113414,63.83554183,63.97307147,64.16471448,64.41244902,64.66815313,64.96775237,65.27210721,65.53580151,65.73265144,65.77398229,65.77873455,65.76134095,65.74263317,65.7393409,65.66069945,65.62054494,65.62405425,65.67784896,65.78844072,65.96127128,66.1671184,66.39918322,66.64304442,66.87878258,67.01931099,67.15381529,67.29023322,67.44063196,67.61101634,67.71540296,67.82912046,67.92304333,67.96449985,67.92854644,67.76819012,67.56429238,67.31245191,67.02303991,
Ecuador,ECU,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,51.89944095,51.66599029,51.36101122,51.05880714,50.87238478,50.84546639,50.7808251,50.86352871,51.05229398,51.28481407,51.52854169,51.65263711,51.83393799,52.05483554,52.30668978,52.58702352,52.79363913,53.04026791,53.32486876,53.64989967,54.0138099,54.3351899,54.69036755,55.07123109,55.46689581,55.86725458,56.19096712,56.52546703,56.86392046,57.20249204,57.54038061,57.80514231,58.09017091,58.385492,58.68126721,58.97499392,59.21851195,59.45436772,59.69621388,59.96413654,60.26650152,60.52985691,60.83468431,61.16220955,61.48012772,61.76962282,62.10589734,62.38920912,62.64141449,62.89567098,63.16502543,63.39612895,63.65444052,63.91076942,64.12401977,
"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,54.30502146,53.88566149,53.83246184,54.00600947,54.20712617,54.34402482,54.26761211,54.18155926,54.11474854,54.14230393,54.30131216,54.30357345,54.43835371,54.66623075,54.91354648,55.13282145,55.23740023,55.28757629,55.30779503,55.33406235,55.37680214,55.27053776,55.22118735,55.18966187,55.12332666,55.00417975,54.83254013,54.62711389,54.4283529,54.31038995,54.32097222,54.27783733,54.43299481,54.73814938,55.11862538,55.53561093,56.11840713,56.67476638,57.24523777,57.88228241,58.59128362,59.25663447,59.95133602,60.64531864,61.29778564,61.8851563,62.26652534,62.65435232,62.98339896,63.16178016,63.14538681,63.05304551,62.70658345,62.24036871,61.84672817,
Euro area,EMU,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,64.65889613,64.43502911,64.27690283,64.1596928,64.0403193,63.90173692,63.67767396,63.476741,63.29853911,63.15038603,63.03917028,62.97934155,62.97215159,63.01727171,63.11428323,63.2631337,63.40494895,63.57930438,63.81826354,64.16450967,64.6300454,65.10512253,65.68697147,66.30086347,66.84315378,67.25556171,67.46480323,67.57615557,67.61572012,67.63163821,67.65257381,67.61926061,67.59005037,67.56663642,67.5507473,67.54589807,67.52381098,67.51172484,67.50338953,67.48447868,67.44343683,67.34807551,67.23659928,67.1142656,66.99746224,66.89915368,66.76629583,66.64938563,66.53572369,66.40278611,66.23417399,65.99550937,65.73203217,65.44182469,65.13647792,
Eritrea,ERI,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,52.54153965,52.5480869,52.77605616,53.11908538,53.4286011,53.63717423,53.57413125,53.45509782,53.31313315,53.21322728,53.18502559,52.98768601,52.87503031,52.82504887,52.80691891,52.80528659,52.62973686,52.50392223,52.41920832,52.36682737,52.34082735,52.17266736,52.04765931,51.9666162,51.92817477,51.92880954,51.68927605,51.50120779,51.37669446,51.34773152,51.44276211,50.74614541,50.12707962,49.58393252,49.09400671,48.65378568,49.23099933,49.85251235,50.51247638,51.20058688,51.88834665,52.82095296,53.71207106,54.53713056,55.27510985,55.91551779,55.88963953,55.8230161,55.70654649,55.53869133,55.33935907,55.12701772,54.9196042,54.74019489,54.62108576,
Spain,ESP,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,64.46108787,64.21696302,64.07126831,63.96193221,63.81012162,63.58784542,63.34593216,63.05511943,62.75046996,62.48517259,62.28474049,62.2262068,62.19735584,62.20813361,62.25990471,62.35019302,62.361359,62.43742803,62.57575095,62.77673171,63.04225659,63.30112798,63.64518249,64.03836265,64.43301454,64.80400978,65.2315107,65.58991286,65.91869238,66.26679048,66.64603068,66.98477409,67.35353089,67.71598222,68.01835389,68.23513181,68.39156294,68.49412598,68.55014416,68.57970343,68.59155873,68.75944416,68.89187417,68.98445013,69.03829188,69.05294958,68.93515203,68.79996208,68.63790955,68.44647428,68.23743111,67.83118253,67.43711152,67.05549177,66.68554342,
Estonia,EST,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,66.35317476,66.19098739,66.11744618,66.12745678,66.18002291,66.23988618,66.21543649,66.21447694,66.22122647,66.21786771,66.19616008,66.14004148,66.07558335,66.01637329,65.99030693,66.00596314,65.86899171,65.79880132,65.78141234,65.80218892,65.85999063,65.97971074,66.11397839,66.24779386,66.36932332,66.46327005,66.41677169,66.34287121,66.25024452,66.17071675,66.15133008,65.90496465,65.76295682,65.71768406,65.73408961,65.77976325,66.13431082,66.46293798,66.7687722,67.07764024,67.3974463,67.5509465,67.6915678,67.83238278,67.96814783,68.08717807,68.00089523,67.91843378,67.80052256,67.6125906,67.34294781,66.92744649,66.51725023,66.09863263,65.64777622,
Ethiopia,ETH,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.90002482,53.81678135,53.82210865,53.87686085,53.94410329,54.00840528,53.7689145,53.60909313,53.49911093,53.40718478,53.31629257,53.03495466,52.77191407,52.5441391,52.39285501,52.34703651,52.21366948,52.1273316,52.04589517,51.91878211,51.72163578,51.39012292,51.14385348,50.97473623,50.88442015,50.86460547,50.67693125,50.58323953,50.5464631,50.53945414,50.55638612,50.38149352,50.27530108,50.22859518,50.23531099,50.29486055,50.20982147,50.18594503,50.21342806,50.28961276,50.4106302,50.34732729,50.37304253,50.4566237,50.57410599,50.72671832,50.90379044,51.13637611,51.43721429,51.81355268,52.25632146,52.76923004,53.31366457,53.88500441,54.47567631,
European Union,EUU,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,64.49700715,64.31575208,64.228013,64.19987825,64.17174424,64.11564891,63.99066775,63.86388354,63.74351204,63.6513531,63.59862053,63.53482007,63.5342006,63.58300507,63.66035349,63.75629975,63.82769684,63.90146279,64.01720957,64.23469744,64.57673393,64.93069926,65.40181854,65.91573729,66.36633159,66.69511894,66.84260076,66.89528151,66.88808502,66.87956858,66.90182516,66.86782088,66.86680544,66.89093592,66.92904524,66.97991958,67.01696385,67.06666745,67.12604311,67.18926733,67.24733408,67.26144891,67.26894557,67.27008766,67.27016019,67.27302885,67.21933712,67.16272117,67.09386691,66.99453177,66.84763034,66.5835803,66.29975923,65.98537186,65.64656264,
Fragile and conflict affected situations,FCS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,54.7445797,54.42957457,54.11885281,53.84405748,53.65539322,53.56666266,53.28528611,53.12982124,53.06168521,53.03324181,53.0214464,52.80630033,52.65827656,52.56099915,52.50271955,52.47502712,52.32168074,52.21629719,52.15642525,52.14872081,52.19865043,52.10381058,52.07567591,52.10365537,52.17305427,52.27268419,52.23393225,52.25984925,52.33343441,52.43654991,52.53035303,52.58171728,52.66786749,52.78757382,52.94518275,53.14418348,53.240478,53.37980755,53.55648905,53.75774585,53.97068824,54.06345347,54.19376115,54.34798278,54.51475909,54.6902539,54.78470942,54.89501643,55.02349607,55.17568825,55.39583543,55.45313716,55.59358914,55.7636269,55.94789978,
Finland,FIN,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,62.28604939,62.51026116,62.98663981,63.62793952,64.26420092,64.8049046,65.1568822,65.46695391,65.73511525,65.98388488,66.22283871,66.47459256,66.72353255,66.96254487,67.18082415,67.37301545,67.5032998,67.54269776,67.55093749,67.60066331,67.71516161,67.72000411,67.85263985,68.02624497,68.12584055,68.10517849,68.05270485,67.89949646,67.68572621,67.47447953,67.29549873,67.14911483,66.98975828,66.84874834,66.76374064,66.75349479,66.65989078,66.69640938,66.80415328,66.8961311,66.92883313,66.97928436,66.92696195,66.8192681,66.73326522,66.69903827,66.63198268,66.63649273,66.6621128,66.5972847,66.36055751,65.93445736,65.33988221,64.61666209,63.86859769,
Fiji,FJI,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,49.53569422,49.58099187,49.77963641,50.08826065,50.47197038,50.93450087,51.38213294,51.90290852,52.50387362,53.1973339,53.97701185,54.55256856,55.20595566,55.9158938,56.64678644,57.36708106,57.51128041,57.6704365,57.84527068,58.01934225,58.17355523,58.25592167,58.31866698,58.30484586,58.23055374,58.17416389,58.18734448,58.24171256,58.34285493,58.47888008,58.62911837,58.89915143,59.17486643,59.49956558,59.91372217,60.41098752,60.52539329,60.76023606,61.04503982,61.30560178,61.53893566,62.47182869,63.2701599,63.99183959,64.69160694,65.35725585,65.38548931,65.50868605,65.70624497,65.93852937,66.17090256,66.00105842,65.85525729,65.71306561,65.56647301,
France,FRA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,62.14664907,61.95516683,61.98772218,62.16679937,62.35385896,62.48154555,62.45463238,62.43621059,62.41890506,62.41067013,62.41654494,62.45096855,62.48046715,62.52419322,62.61868344,62.78585087,62.8509094,63.00064635,63.24100708,63.56951599,63.97873696,64.49007995,65.0266683,65.54826344,66.00190104,66.3455852,66.37619349,66.36157132,66.30559377,66.21750243,66.11823105,65.99146228,65.8433726,65.68703059,65.54684387,65.43365902,65.34076488,65.25260751,65.18194388,65.13402864,65.10695414,65.02930052,64.97820594,64.94494314,64.92586083,64.91980138,64.89162935,64.87340121,64.83707492,64.73113789,64.51953154,64.20068121,63.78526769,63.30633593,62.8244375,
Faeroe Islands,FRO,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,51.07209412,50.83122987,50.35558275,49.82915601,49.4958699,49.44101995,49.42713234,49.6289326,49.9708924,50.34985956,50.7219247,50.32282995,49.89726797,49.44051117,48.93320742,48.33560321,48.57267108,48.76418091,48.89989886,49.00637845,49.11535352,49.4381278,49.7072652,49.99008404,50.37120684,50.86650562,51.03925047,51.36185906,51.75505325,52.08787238,52.31441592,52.37044534,52.35672307,52.39039033,52.57644474,52.9324259,53.3818833,53.8716753,54.46893825,55.18236123,55.96202178,56.06979565,56.28183917,56.55332534,56.86136524,57.19693403,57.60881908,58.02531405,58.44341067,58.85668664,59.25457686,59.81193707,60.33463426,60.8177944,61.23851447,
Gabon,GAB,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,61.89098718,61.56108804,61.31234234,61.11647006,60.94201335,60.76839583,60.37503548,60.02972036,59.72011635,59.44346617,59.19619602,58.52153942,57.94718567,57.4456674,56.99212504,56.57491931,56.06094846,55.60456462,55.20415008,54.86463241,54.58284476,54.19044855,53.87583505,53.6240005,53.41918207,53.24946301,52.98104776,52.77923814,52.62731108,52.51497872,52.43927924,52.30962983,52.23800963,52.22240968,52.2638328,52.36196085,52.47349712,52.63752385,52.85309015,53.12197483,53.44338995,53.70138087,54.02360548,54.38918195,54.77015623,55.1484021,55.48356188,55.80532194,56.11759461,56.42889743,56.73847682,56.92703598,57.13122308,57.34149887,57.55315159,
